	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000090067	0	0	0	0	0	0	0	0.094572	0	0
ENSMUSG00000090069	0.0458664	2.43532	1.11573	2.16599	0.732983	1.05088	1.36934	3.71269	4.5415	7.98191
ENSMUSG00000090070	0.81089	0.381455	0	0.224289	0.64163	0.3797	0.295314	0.0916607	0	0.128539
ENSMUSG00000090071	74.94	44.7263	37.3558	28.3159	52.6594	67.6535	49.5426	37.5402	38.2091	31.666
ENSMUSG00000090073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090074	0	0.209819	0	0.0332437	0	0.19698	0	0	0.120157	2.32808
ENSMUSG00000090075	0	0.675083	0	0	0	0.0422512	0	0	0	0.0447194
ENSMUSG00000090077	20.4607	21.8104	9.58914	9.59203	6.32607	10.6831	7.61189	12.0715	6.39596	12.641
ENSMUSG00000090078	0	0.250939	0.12913	0.215959	0.615528	0.275958	0	0	0	0.0542844
ENSMUSG00000090079	0	0	0	0.0431672	0	0	0	0	0	0
ENSMUSG00000090080	0	0	0	0	0	0	0	0	0.0991916	0
ENSMUSG00000090081	0	0.236627	0	0.368647	0	0	0	0	0	0
ENSMUSG00000090083	21.0642	11.326	7.97158	13.5899	8.01398	10.9947	15.8294	9.03757	19.71	15.5706
ENSMUSG00000090084	0	0	0	0	0	0	0	0	0.803576	0.801407
ENSMUSG00000090086	11.0074	10.1571	4.95956	5.6628	3.20385	8.9169	1.81185	6.35711	16.3227	7.59906
ENSMUSG00000090087	2.47839	0.136092	0.0911172	0.197838	0.0491597	0.138378	0.0323921	0	0.0700905	0.156578
ENSMUSG00000090088	0	0	0	0.276595	0	0	0	0	0	0
ENSMUSG00000090089	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090090	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090092	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090093	7.28544	9.4155	6.58757	4.50735	5.09391	6.97775	6.19115	3.41135	3.76263	6.35528
ENSMUSG00000090095	0	0.89834	0.382682	0.32617	0.406884	0.047022	0	0	0	0.148772
ENSMUSG00000090097	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090098	0	0.0390048	0	0.0375939	0	0	0.0368673	0	0	0.0242597
ENSMUSG00000090099	0.0260186	0.995036	0.154903	0.153853	0.321751	0.166576	0.135883	0	0.143883	0.0775989
ENSMUSG00000090100	10.2824	15.6007	19.6701	18.5803	22.562	15.8375	17.4944	20.3765	31.2053	54.4356
ENSMUSG00000090101	8.52344	1.00594	1.3533	1.48052	1.64236	2.25771	2.10079	0.854674	1.4745	4.46477
ENSMUSG00000090102	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090103	0	0	0.0455274	0	0	0	0	0	0	0
ENSMUSG00000090104	0.357667	0.218394	0.034142	0.0939229	0.0240845	0.0163311	0.0633964	0.0442256	0.0368286	0.0199772
ENSMUSG00000090105	0.0760461	0.063648	0	0.0520979	0.420719	0.0199176	0	0.157938	0.0294968	0.0430851
ENSMUSG00000090106	0	0	0	0	0	0	0	0.239835	0.193563	0
ENSMUSG00000090107	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090108	0.283498	0.073775	0.508226	0.119576	0.0516575	0	0	0	0.0503488	1.09309
ENSMUSG00000090109	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090110	8.74223	5.06011	5.86802	4.24659	11.4669	6.04471	4.61406	5.27137	11.1799	6.68437
ENSMUSG00000090111	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090112	22.9121	20.6735	18.9782	15.9753	16.9854	17.5277	15.1849	14.4444	16.4743	7.83022
ENSMUSG00000090113	0	0	0	0.0786099	0	0.00557586	0	0	0.137344	0.0330241
ENSMUSG00000090114	0	0.25039	0	0.127806	0	0.0264823	0	0	0	0
ENSMUSG00000090115	3.29552	6.29706	2.83969	3.26385	4.21577	4.04542	6.71768	3.72002	2.02453	3.29174
ENSMUSG00000090116	1.05546	1.02053	0.248408	0.0635075	0.151788	0.481901	0	0.150677	0.082909	0.195746
ENSMUSG00000090117	1.63086	1.86129	3.97952	5.15036	1.6107	0.968293	3.24903	1.98484	2.56579	3.71806
ENSMUSG00000090118	0	0.134999	0.0381073	0.0409513	0	0.12187	0	0.0626136	0.359527	0.0280509
ENSMUSG00000090119	9.1329	2.24594	1.49029	1.14143	3.35077	0	0	0.418921	0	0.158661
ENSMUSG00000090120	0.0782219	1.10469	0.125905	0.442423	0.0272648	1.41167	0.315483	1.30678	0.14749	2.62812
ENSMUSG00000090121	0	0	0	0.00996108	0	0	0	0	0.0339983	0
ENSMUSG00000090122	0.0945767	0	0.0874592	0.0195244	0.0922533	0.0103444	0.0747565	0.0628846	0.0425321	0.0189937
ENSMUSG00000090124	0	0	0	0	0	0	0	0	4.01062	0
ENSMUSG00000090125	0.588226	0.0839955	0.0262148	0.341042	0.483336	24.0875	15.9653	9.49234	1.27104	0.150828
ENSMUSG00000090126	0.0882283	0.0413044	0	0	0	0	0	0	0	0.0703868
ENSMUSG00000090127	0	0	0	0	0	0	0	0	0.0312198	0
ENSMUSG00000090128	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090129	0	0	0	0.169575	0.0503188	0.00915431	0	0	0.0762604	0
ENSMUSG00000090131	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090132	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090135	0.412518	0.539123	0	0	0	0.0245962	0.0526661	0	0	0
ENSMUSG00000090136	0.614539	0.151554	0.0875685	0.41661	0.197152	0.240709	0.376179	0.109269	0.617232	0.776634
ENSMUSG00000090137	175.816	71.5968	65.0864	80.8172	66.9029	69.7862	67.2949	88.1394	169.564	188.586
ENSMUSG00000090138	0	0.159042	0.184447	0.116368	0.585811	0	0	0	0	0
ENSMUSG00000090141	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090142	0	0	0.118901	0.0497132	0	0.0394175	0	0	0.0628442	0.097815
ENSMUSG00000090145	0	0	0	0	0	0	0	0	0.383643	0
ENSMUSG00000090146	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090147	0	0.283126	0	0.0270919	0	0	0	0.610806	0	0
ENSMUSG00000090150	6.96243	4.98456	4.24344	3.43777	5.36145	2.67973	3.71293	2.43757	5.93657	5.64429
ENSMUSG00000090151	0	0.222251	0.441823	0.0489061	0	0.3046	0.0882201	0	0	0.220838
ENSMUSG00000090152	0	0	0	0.292854	0	0	0	0	0	0.129925
ENSMUSG00000090157	0.364333	0.94117	0.31115	0.804299	0.236522	0.063265	0.139281	0	0.0514666	0.0201804
ENSMUSG00000090159	0	0	0.041897	0	0	0.0257403	0	0	0	0
ENSMUSG00000090160	8.38154	1.209	0.395028	0.664522	1.29644	0.294441	0.2677	0.706134	0.0727736	0.636253
ENSMUSG00000090162	0	0.0316309	0	0	0.0433312	0.0176963	0	0	0	0
ENSMUSG00000090163	2.56604	1.80396	0.0618679	0.517514	0	1.04655	0.820237	1.74058	0	0.177956
ENSMUSG00000090164	0	0	0	0	0	0	0	0	0.00808228	0
ENSMUSG00000090165	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090166	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090168	0.0162455	0.193305	0.0679149	0.0190928	0.00592025	0	0	0	0.0196127	0
ENSMUSG00000090171	0	0	0	0	0	0	0	0	0.000155362	0.00641879
ENSMUSG00000090173	0.242943	0.129449	0.12823	0	0.0335158	0.13263	0	0.0133574	0.0107785	0.0225641
ENSMUSG00000090174	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090175	0	0	0	0	0	0	0	0	0.126801	0
ENSMUSG00000090176	0	0	0	0	0	0	0	0	1.43444	1.31746
ENSMUSG00000090179	0	0.607765	0.0939774	0	0.255332	0	0	0	0.905447	0
ENSMUSG00000090180	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090185	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090186	0	0	0	0	0.0793697	0	0	0	0.0124433	0
ENSMUSG00000090187	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090188	0	0.056257	0	0	0	0	0	0.107791	0	0
ENSMUSG00000090189	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090191	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090192	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090193	0	0	0.113128	0	0	0.128229	0	0	0	0
ENSMUSG00000090194	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090197	0	0.106625	0.0307399	0	0	0.0667332	0	0	0	0
ENSMUSG00000090199	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090200	0	0.136149	0	0.0843209	0	0.236031	0	0	0	0
ENSMUSG00000090202	0	0	0	9.47E-07	0	0	0	0	0	0
ENSMUSG00000090203	0	0.49763	0.380917	0.141937	0	0.0645304	0	0.082526	0	0.0181935
ENSMUSG00000090206	1.87532	1.04728	0.889978	1.53051	0.388454	1.85718	0.59307	0.93007	0.456098	0.859613
ENSMUSG00000090207	0.407961	0.304269	0	0.302146	0.0651239	0.0382703	0.132469	0	0.226274	0.0405487
ENSMUSG00000090208	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090210	0.572209	0.249223	0.040546	0.204974	0.0543066	0.213591	2.38615	0.0478682	0.906698	0.4327
ENSMUSG00000090211	0	0.0108024	0.024077	0.0186141	0	0.152575	0.0460011	0.0296507	0	0.705954
ENSMUSG00000090212	0	0.0643594	0.0281334	0	0	0	0	0	0	0
ENSMUSG00000090213	15.2065	7.44615	13.4625	11.1238	9.89992	11.9196	5.22046	7.01299	8.38294	12.6604
ENSMUSG00000090214	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090215	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090216	0	0.0507478	0	0.0287496	0	0.0237491	0	0.0964554	0.0840043	0
ENSMUSG00000090217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090219	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090220	0.245954	0.2785	0	0.044688	0	0.0904438	0	0.0433176	0.0117687	0
ENSMUSG00000090221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090222	0	0	1.17005	0.496612	0	0	0	0.129509	0	0
ENSMUSG00000090223	935.721	581.565	59.3874	139.877	1687.6	1.43521	16.7733	96.7703	72.9175	28.8756
ENSMUSG00000090224	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090225	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090226	0	0.0997138	0	0	0	0	0	0	0.581934	0
ENSMUSG00000090227	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090228	0	0	0.0984347	0	0	0	0	0	0	0
ENSMUSG00000090230	0.0696948	0	0.266255	0.297287	0.113258	0.0182387	0.252621	0	0.0809467	0.0193041
ENSMUSG00000090231	0.100812	1.37844	0.642263	0.740029	0.451699	0.413835	0.237413	0.381106	1.03261	0.823854
ENSMUSG00000090232	0	0	0.0330017	0.0251891	0.0298975	0	0	0	0	0
ENSMUSG00000090234	6.97756	4.44904	4.11245	5.02639	3.23147	1.05906	4.80516	7.36512	0.616819	2.8401
ENSMUSG00000090235	0.0210765	0.608357	0.140963	0.210591	0.163104	0.721156	0.0382966	1.31715	0.125535	0.330494
ENSMUSG00000090236	5.55635	5.42077	4.17337	3.26623	4.27119	2.60033	2.25474	1.59965	3.68359	3.22586
ENSMUSG00000090237	0	0.227112	0	0	0	0	0	0	0	0
ENSMUSG00000090242	0	0.213516	0	0	0.514866	0	0	0	0	0
ENSMUSG00000090243	0	0.125639	0.1543	0.0230838	0	0.0127142	0	0.10957	0	0.676864
ENSMUSG00000090244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090246	0	0	0	0	0	0	0	0	0.522561	0.00590102
ENSMUSG00000090247	61.8305	40.977	26.9094	27.6841	27.9716	22.4355	22.3024	31.1073	36.9846	28.2759
ENSMUSG00000090248	0.0419533	0.568847	0	0.0292076	0.0449563	0.129355	0.306027	0	0	0.400257
ENSMUSG00000090249	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090252	0	0.0573621	0	0	0	0	0	0	0	0
ENSMUSG00000090253	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090254	0	0	0.0691648	0	0	0	0	0	0	0
ENSMUSG00000090255	1.77019	4.04439	1.09551	0.908233	4.16396	0.880366	0.0122526	0.68129	0	0.581435
ENSMUSG00000090256	0	0.289504	0.00911127	0	0.126638	0	0	0.159447	0.253603	0.250369
ENSMUSG00000090257	0	0.168298	0.622418	0.736533	0.164835	0.290325	0.477419	0.0802423	0.729607	0.146212
ENSMUSG00000090258	13.9331	19.4306	23.6057	17.7038	25.4898	28.6852	38.8477	42.1804	41.0711	52.8547
ENSMUSG00000090259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090260	0	0.769698	0.827169	0.157357	0	0	0	0	3.95934	0.480092
ENSMUSG00000090261	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090262	55.2671	36.9896	32.7595	47.4067	28.7341	31.6303	35.3316	39.0593	44.4178	30.5767
ENSMUSG00000090263	0.644518	0.0539428	0	0.0118704	0	0.367418	0.171294	0.22085	0	1.40551
ENSMUSG00000090264	0	0.663504	0	0.0925828	0	0	0.521802	0.179614	0.82961	2.45212
ENSMUSG00000090265	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090266	36.6872	9.7481	5.41494	5.09177	4.99404	5.93638	8.09553	8.78129	4.08625	7.57888
ENSMUSG00000090268	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090270	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090272	0	0.151584	19.0708	11.6706	0.148039	0.105123	0	0.308104	0.565301	0.00792614
ENSMUSG00000090273	0.130774	0.0454031	0.0192693	0.167614	0.043632	0.372275	0	0	0	0
ENSMUSG00000090274	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090275	0	2.00E-05	0.816961	2.03E-06	0.0949381	1.01316	1.59453	0.857254	0.051104	0.169299
ENSMUSG00000090277	5.71242	0.553525	0	0.124539	0.0471329	0.786834	0.118852	0.19302	0.0959855	1.27321
ENSMUSG00000090278	0	0.184552	0.087255	0.0294339	0.0963256	0.00870835	0.157254	0	0.0154044	0.0785227
ENSMUSG00000090279	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090281	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090282	0	0	0	0	0.0107112	0	0	0	0	0
ENSMUSG00000090284	0	0.227246	0.0438286	0	0	0	0	0	0	0.828727
ENSMUSG00000090286	2.61736	4.77304	0.72645	0.911138	1.60933	1.44972	0.323655	1.41723	1.31789	1.79297
ENSMUSG00000090287	0.0449515	0.972924	0.291155	1.00189	0.140818	0.887222	0.179056	1.54056	0.0522086	1.02096
ENSMUSG00000090290	2.34619	1.09729	0.249942	0.247592	0.232637	0.665905	0.407706	0.613725	0.867588	0.338001
ENSMUSG00000090291	5.12244	0.15182	2.16744	0.580809	1.00204	1.5233	0.670443	0.154668	0	0
ENSMUSG00000090292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090293	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090294	0.666833	1.01794	0.297304	0.791248	0.863373	0.730528	0.603029	0.618794	0.36949	0.11455
ENSMUSG00000090296	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090297	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090298	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090299	0.105427	0.684151	0.163365	0.164821	0.303153	0.125668	0.0649852	0.07549	0.0524777	0.26759
ENSMUSG00000090300	12.6601	1.2179	2.66686	1.024	0.331205	0.397941	1.4119	0.617661	3.10075	0.0899056
ENSMUSG00000090302	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090303	0	0	0.0179246	0	0	0	0.205649	0.0910767	0	0.0411857
ENSMUSG00000090304	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090305	0	0.117515	0	0.0177872	0	0	0.0428042	0	0	0
ENSMUSG00000090306	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090307	0	0.091263	0.885298	0.424399	1.02427	0.0765855	0.101575	0.0279814	2.2522	2.26577
ENSMUSG00000090308	0	0	0	0	0	0	0.0896771	0	0	0
ENSMUSG00000090309	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090310	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090311	0.0681016	0.447855	0.203103	0.390317	0.170171	0.322542	0.311845	0.383608	0.186149	0.129179
ENSMUSG00000090312	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090313	0.509011	0.735781	0.259471	0.495033	0.0923504	0.0879193	0.149755	0.215063	0	0
ENSMUSG00000090314	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090315	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090316	2.57778	3.08085	1.83072	1.39803	2.7743	2.47014	1.42848	1.70464	0.88014	1.83785
ENSMUSG00000090317	2.68989	0.749164	0.417696	0.195832	0.0556237	0.115916	0.45877	0	0	0.130876
ENSMUSG00000090318	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090319	0	0.090391	0	0	0	0	0.0876722	0	0	0
ENSMUSG00000090320	1.19596	0.13561	0	0.018343	0.0354724	0.049999	0	0.0323436	0.0267793	0.114372
ENSMUSG00000090322	0.100092	0.046567	0.183812	0	0	0	0	0	0	0.329904
ENSMUSG00000090323	0	0.823026	0	0	0	0.0393413	0	0	0	0.0390963
ENSMUSG00000090325	0	0	0	0.0306053	0	0	0	0.22816	0.0407987	0
ENSMUSG00000090326	0	0	0	0	0.044186	0	0	0	0	0.011695
ENSMUSG00000090327	0	0.926822	0.047301	0.0654811	0	0.0290603	0	0.380553	0.102814	0.0345317
ENSMUSG00000090328	0	0	0	0	0	0	0	0	0.0313324	0
ENSMUSG00000090329	0	0	0	0	0.0657501	0	0	0	0	0
ENSMUSG00000090330	10.2908	10.5257	14.6617	12.9005	8.42965	9.83367	8.70028	8.11601	7.06328	10.1249
ENSMUSG00000090331	0	0	0.0433021	0.0299312	0	0.0287103	0	0	0	0
ENSMUSG00000090332	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090333	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090334	0	0.272279	0.15172	0.0332037	0	0.625608	0.115026	0.517498	0.139365	0.205947
ENSMUSG00000090335	0	0.0134114	0.0476117	0.100779	0	0.0416582	0.196658	0	0	0
ENSMUSG00000090336	0	0.558552	0.215267	0.0982302	0.0656659	0	0	0	0	0.436116
ENSMUSG00000090337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090338	0.20521	2.48134	0	0.48194	1.18265	0.179258	0.09024	0.484969	0.701944	0.595598
ENSMUSG00000090339	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090340	0	0	0	0	0	0	0	0	0.0563389	0
ENSMUSG00000090341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090343	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090344	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090345	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090346	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090348	0.958011	1.87926	0.797728	0.557513	0.415838	0.523559	0.281361	0.653594	0.188354	0.790957
ENSMUSG00000090349	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090350	0.656928	0	0	0	0	0	0	0	0	0.620322
ENSMUSG00000090351	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090352	0.0381161	0.0603581	0.0067949	0.0183213	0.0119504	0.0106742	0.0949721	0	0.00738451	0.00528317
ENSMUSG00000090353	10.8583	14.2826	5.05747	4.63107	6.14426	6.95605	2.79412	6.09219	2.50841	5.02114
ENSMUSG00000090354	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090355	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090356	0.0436219	0.0182397	0	0.021994	0	0	0	0	0.219546	0
ENSMUSG00000090357	2.28744	0.480282	0.412069	0.909901	0.316054	1.22293	1.0284	1.50705	1.31178	1.91519
ENSMUSG00000090358	0.0712138	0.150575	0.0386121	0.314235	0.0961175	0.0403715	0.0483204	0.131514	0.255934	0.0655313
ENSMUSG00000090361	0.35673	0.953695	0.218456	0.365814	0.45019	0.290006	0.363224	0.266925	0.280443	0.266425
ENSMUSG00000090362	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090363	0.0879705	0	0.021209	0.0233117	0	0.0128356	0	0	0.122913	0.0159265
ENSMUSG00000090364	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090365	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090366	0	0.00986327	0	0	0	0	0	0	0	0
ENSMUSG00000090369	0	0.647942	0	0.137233	0	0	0.315032	0.152314	0	0
ENSMUSG00000090370	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090373	0.143877	0.922563	0.0366743	0.0293142	0.0285488	0.184281	0.014407	0	0.181859	0.0568815
ENSMUSG00000090374	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090376	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090377	0.108883	0.946271	0.405618	1.0077	0.172601	0.0996898	0.111245	0.30906	2.68715	0.0151678
ENSMUSG00000090378	66.7464	98.0389	90.5382	60.3787	101.014	36.1594	20.3164	25.2793	46.7797	109.17
ENSMUSG00000090379	0	0	0	0	0	0	0	0	0.0372501	0
ENSMUSG00000090380	0	0	0	0.179322	0	0	0	0	0	0.0482719
ENSMUSG00000090381	0	0.0404571	0	0	0	0.0464972	0	0	0	0
ENSMUSG00000090382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090383	0	0	0	0.00558557	0	0	0	0	0	0
ENSMUSG00000090384	0.832091	0.820978	0.268052	0.205653	0.525173	0.404014	0.215673	0.299411	0.186264	0.410718
ENSMUSG00000090385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090386	5.90E-05	0.0125573	0.205083	0.177856	0.287709	1.14585	0.453886	0	0.621428	0.409633
ENSMUSG00000090387	0.498054	0.298343	0.574101	0.188872	0.814792	0.644423	0.459626	1.04792	0.153504	1.30393
ENSMUSG00000090388	0.0244319	0.458385	0.0858184	0.182678	0.157739	0.245953	0.12849	0.190776	0.0783094	0.146259
ENSMUSG00000090389	0	0	0.0545865	0.0456457	0	0	0	0	0	0
ENSMUSG00000090390	0	0	0	0	0	0	0	0	0	0.0304655
ENSMUSG00000090391	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090393	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090394	0	0	0.297942	0.0072694	0.0184641	0	0	0	0.0218255	0.131642
ENSMUSG00000090395	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090396	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090397	0.372245	2.16813	1.83169	0.858161	0.949142	0.506651	0.207123	0.463313	12.5721	1.55275
ENSMUSG00000090398	0	0	0	0.027012	0	0	0	0	0	0
ENSMUSG00000090399	0	0.149399	0.0469414	0.217929	0.0623527	0.104177	0	0	0.0128432	0.0517639
ENSMUSG00000090400	0	0	0	0	0.713537	0	0	0.04724	0.135701	0.0147178
ENSMUSG00000090401	3.04464	0.703813	0.130842	0.224145	0	0.00805904	0	0	0	0
ENSMUSG00000090402	0	0.404901	0.190284	0.0322939	0.0601937	0.300251	0	0.512487	0	0.178573
ENSMUSG00000090403	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090404	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090405	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090406	0	0.0737645	0.0212662	0	0.0192599	0	0	0	0	0
ENSMUSG00000090407	0.155282	10.2638	1.83469	2.87425	0.0332063	2.85998	0.0215051	0.7952	1.62332	1.37731
ENSMUSG00000090408	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090409	6.85272	1.41941	0.136458	0.643655	0.247281	0.496216	0.0588733	0.0760845	0.144382	0.301439
ENSMUSG00000090410	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090411	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090412	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090413	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090414	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090415	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090416	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090417	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090418	0.0164581	0.0410114	0.0463574	0.366623	0.0232076	0.0336318	0.0144747	0.700484	0.191545	0.323654
ENSMUSG00000090419	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090420	1.19026	0.781327	1.74661	0.186226	1.01402	0.49194	0	2.34795	0.13177	1.21401
ENSMUSG00000090421	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090422	0	0.316121	0.149361	0.0438862	0.239371	0.368668	0.0647671	0.676585	0.388075	0.081982
ENSMUSG00000090423	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090425	5.97717	2.07907	0.0630049	1.36524	0.446222	0.068698	0.698491	1.31163	6.29488	1.72486
ENSMUSG00000090426	3.35175	2.95543	0.798123	0.674974	0.606942	1.72782	0.918575	1.29421	0.792946	1.82576
ENSMUSG00000090427	0	0.343175	0	0.305891	0	0	0.109342	0.477328	0	0
ENSMUSG00000090429	0.130135	0.298746	0	0.0329401	0	0.0315966	0	0	0	0.825986
ENSMUSG00000090430	2.56361	19.5729	10.4419	20.7007	19.1679	10.2184	10.8465	13.7213	29.2687	68.8105
ENSMUSG00000090432	1.56749	0.0557717	0.143102	0.169078	0.140082	0.00353672	0.012776	0.245851	0.462571	1.78425
ENSMUSG00000090433	0.368434	1.02738	0.668543	1.04987	0.746045	0.633864	0.179523	0.326377	1.25698	3.20096
ENSMUSG00000090435	4.50877	3.99408	1.88392	1.73832	2.28557	3.0353	2.4905	1.23935	2.47441	2.54963
ENSMUSG00000090436	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090438	0	0.503858	0.190816	0.0668391	0.138086	0.153945	0	0.906647	0	1.19221
ENSMUSG00000090439	0	0	0	0	0	0	0	0	0.020375	0.715214
ENSMUSG00000090440	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090441	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090442	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090443	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090444	1.99907	1.07072	0.449163	0.27201	0.360947	0.266772	0.440369	0.594926	0.527426	4.04382
ENSMUSG00000090445	0	0	0.0460883	0.00581567	0	0	0	0.0327252	0	0
ENSMUSG00000090446	1.58374	2.99431	2.71056	1.81738	1.3657	0.906112	0.951222	1.06969	7.11852	7.24208
ENSMUSG00000090447	0.0462076	7.07519	1.24275	2.32823	1.78582	2.62402	1.85812	3.62459	0.0659944	0.463482
ENSMUSG00000090448	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090449	0	0	0.0422591	0	0.012202	0.0170526	0	0.0308168	0.01508	0.121045
ENSMUSG00000090450	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090451	0.0575159	0.0240694	0.0208175	0.111225	0.0180327	0	0	0	0.101411	0.0312637
ENSMUSG00000090452	0	0.977987	1.22604	0.250701	0.515384	1.03712	0.153295	2.50949	0.775283	0.140118
ENSMUSG00000090453	0	0	0	0	0	0	0	0	0	0
